opportunity_id,account_id,product_id,sales_agent,deal_stage,engage_date,close_date,deal_value
D6978,A1034,P202,Agent_21,Qualification,2023-02-28,2023-11-14,48499
D6979,A1030,P206,Agent_34,Proposal,2023-05-15,2023-12-14,59016
D6980,A1027,P201,Agent_32,Closed Won,2023-11-18,2023-08-19,55295
D6981,A1000,P202,Agent_26,Qualification,2023-06-07,2023-02-20,59235
D6982,A1024,P200,Agent_25,Prospecting,2023-03-26,2023-02-17,62104
D6983,A1042,P201,Agent_18,Closed Won,2023-01-23,2023-12-25,28958
D6984,A1083,P202,Agent_25,Prospecting,2023-06-23,2023-06-13,67821
D6985,A1066,P202,Agent_5,Closed Lost,2023-05-12,2023-03-04,52993
D6986,A1062,P201,Agent_2,Qualification,2023-05-26,2023-03-17,26655
D6987,A1050,P202,Agent_5,Proposal,2023-06-17,2023-07-28,26828
D6988,A1001,P202,Agent_27,Prospecting,2023-06-18,2024-02-01,54990
D6989,A1081,P201,Agent_2,Closed Lost,2023-04-08,2023-11-01,61565
D6990,A1063,P206,Agent_12,Negotiation,2023-04-15,2023-08-29,64193
D6991,A1073,P202,Agent_12,Closed Lost,2023-12-09,2024-02-15,45959
D6992,A1068,P202,Agent_12,Negotiation,2023-02-28,2023-08-09,50973
D6993,A1008,P206,Agent_0,Qualification,2023-11-27,2023-12-26,32962
D6994,A1001,P203,Agent_30,Qualification,2023-06-14,2023-04-13,7209
D6995,A1033,P205,Agent_16,Proposal,2023-07-16,2023-05-27,69099
D6996,A1059,P203,Agent_8,Negotiation,2023-04-02,2023-06-08,16448
D6997,A1060,P200,Agent_12,Closed Lost,2023-08-09,2023-06-04,72495
D6998,A1030,P203,Agent_13,Qualification,2023-01-10,2023-06-23,5275
D6999,A1009,P203,Agent_10,Negotiation,2023-02-02,2023-10-01,26008
D7000,A1075,P200,Agent_24,Closed Lost,2023-06-08,2023-11-26,65675
D7001,A1035,P202,Agent_30,Prospecting,2023-10-21,2024-01-24,63302
D7002,A1084,P202,Agent_13,Closed Won,2023-05-29,2023-03-01,25529
D7003,A1048,P203,Agent_6,Proposal,2023-02-28,2023-11-08,20631
D7004,A1069,P200,Agent_23,Negotiation,2023-05-10,2024-01-26,52687
D7005,A1048,P202,Agent_2,Qualification,2023-10-10,2023-08-26,61209
D7006,A1002,P204,Agent_25,Qualification,2023-07-18,2023-12-07,16569
D7007,A1073,P201,Agent_25,Prospecting,2023-03-19,2023-03-12,54639
D7008,A1004,P201,Agent_0,Closed Lost,2023-07-24,2023-08-27,43173
D7009,A1060,P205,Agent_14,Closed Won,2023-03-28,2023-03-10,60856
D7010,A1084,P201,Agent_10,Prospecting,2023-11-26,2023-12-23,45033
D7011,A1025,P203,Agent_6,Closed Lost,2023-04-07,2023-10-04,43365
D7012,A1071,P201,Agent_11,Negotiation,2023-07-01,2023-11-21,39708
D7013,A1004,P201,Agent_2,Closed Won,2023-04-12,2023-05-09,33590
D7014,A1014,P204,Agent_25,Prospecting,2023-01-25,2023-02-18,69024
D7015,A1015,P202,Agent_29,Qualification,2023-10-15,2023-09-27,16989
D7016,A1000,P204,Agent_31,Negotiation,2023-02-16,2023-02-19,38727
D7017,A1015,P203,Agent_17,Prospecting,2023-11-14,2023-08-18,44398
D7018,A1036,P201,Agent_0,Proposal,2023-10-27,2023-02-16,43560
D7019,A1002,P206,Agent_20,Proposal,2023-08-31,2023-07-22,40331
D7020,A1051,P202,Agent_27,Qualification,2023-11-02,2023-05-19,38231
D7021,A1046,P205,Agent_15,Qualification,2023-11-09,2024-01-09,69267
D7022,A1012,P205,Agent_27,Closed Lost,2023-04-10,2023-10-14,15128
D7023,A1079,P201,Agent_21,Qualification,2023-02-12,2024-01-24,29055
D7024,A1054,P201,Agent_18,Qualification,2023-02-22,2023-08-08,62359
D7025,A1020,P205,Agent_0,Proposal,2023-08-17,2024-01-01,33646
D7026,A1065,P205,Agent_30,Negotiation,2023-01-16,2023-08-19,72149
D7027,A1053,P206,Agent_33,Negotiation,2023-02-08,2023-10-28,7120
D7028,A1026,P203,Agent_5,Closed Won,2023-09-10,2023-07-13,8391
D7029,A1037,P201,Agent_27,Prospecting,2023-03-13,2023-04-24,15158
D7030,A1057,P205,Agent_2,Qualification,2023-07-01,2023-10-31,46699
D7031,A1061,P206,Agent_30,Closed Won,2023-09-03,2024-01-09,28746
D7032,A1045,P200,Agent_15,Closed Lost,2023-06-14,2023-12-21,18045
D7033,A1010,P205,Agent_16,Negotiation,2023-07-30,2023-03-02,59153
D7034,A1071,P202,Agent_26,Prospecting,2023-02-11,2023-06-03,45024
D7035,A1007,P202,Agent_23,Qualification,2023-06-16,2023-03-20,74379
D7036,A1070,P200,Agent_19,Prospecting,2023-11-20,2023-05-29,63141
D7037,A1063,P203,Agent_31,Negotiation,2023-11-23,2023-08-13,11129
D7038,A1020,P201,Agent_34,Prospecting,2023-10-08,2023-03-02,73746
D7039,A1071,P201,Agent_12,Qualification,2023-07-10,2023-07-07,43284
D7040,A1062,P205,Agent_19,Proposal,2023-08-03,2023-02-26,53056
D7041,A1084,P202,Agent_1,Proposal,2023-08-25,2023-10-15,15626
D7042,A1063,P203,Agent_3,Proposal,2023-12-02,2023-02-27,59639
D7043,A1019,P203,Agent_26,Proposal,2023-02-15,2023-05-02,25937
D7044,A1007,P203,Agent_24,Negotiation,2023-09-23,2023-05-04,23663
D7045,A1057,P205,Agent_3,Qualification,2023-06-09,2023-08-17,48727
D7046,A1045,P201,Agent_31,Proposal,2023-01-31,2023-03-04,12305
D7047,A1030,P203,Agent_16,Qualification,2023-06-09,2024-01-09,26940
D7048,A1008,P205,Agent_0,Qualification,2023-09-20,2024-01-11,69006
D7049,A1014,P205,Agent_32,Negotiation,2023-11-12,2023-11-08,49146
D7050,A1025,P200,Agent_29,Proposal,2023-07-19,2023-10-04,18657
D7051,A1009,P204,Agent_4,Negotiation,2023-08-10,2023-07-03,5699
D7052,A1028,P203,Agent_11,Proposal,2023-04-04,2023-10-11,12109
D7053,A1079,P204,Agent_31,Closed Won,2023-06-15,2023-06-21,55165
D7054,A1035,P201,Agent_16,Proposal,2023-05-03,2023-12-03,30115
D7055,A1083,P205,Agent_31,Proposal,2023-07-18,2024-02-01,70547
D7056,A1036,P206,Agent_23,Negotiation,2023-07-19,2023-02-08,15135
D7057,A1070,P203,Agent_11,Qualification,2023-02-01,2023-11-27,25843
D7058,A1022,P206,Agent_30,Qualification,2023-08-19,2023-11-25,5661
D7059,A1040,P202,Agent_18,Negotiation,2023-12-23,2023-09-14,66753
D7060,A1079,P201,Agent_28,Prospecting,2023-11-07,2023-12-29,26958
D7061,A1027,P200,Agent_20,Proposal,2023-04-27,2024-02-13,14614
D7062,A1047,P200,Agent_25,Proposal,2023-05-29,2023-11-19,71115
D7063,A1037,P204,Agent_27,Closed Lost,2023-06-11,2024-01-03,54647
D7064,A1030,P205,Agent_16,Closed Won,2023-07-31,2023-06-13,20650
D7065,A1013,P204,Agent_8,Qualification,2023-03-16,2023-05-23,18854
D7066,A1072,P202,Agent_20,Proposal,2023-01-12,2023-11-05,72672
D7067,A1076,P202,Agent_33,Prospecting,2023-11-05,2023-11-30,59603
D7068,A1028,P200,Agent_10,Qualification,2023-01-05,2024-01-02,21590
D7069,A1050,P206,Agent_19,Closed Won,2023-07-20,2023-11-28,49391
D7070,A1048,P203,Agent_15,Prospecting,2023-11-06,2023-04-28,40898
D7071,A1042,P200,Agent_28,Qualification,2023-08-15,2023-10-08,23238
D7072,A1071,P200,Agent_0,Closed Lost,2023-04-26,2023-12-09,59730
D7073,A1004,P206,Agent_17,Closed Won,2023-12-14,2023-03-13,43032
D7074,A1041,P206,Agent_21,Closed Won,2023-11-20,2023-01-31,23044
D7075,A1006,P202,Agent_7,Closed Won,2023-10-04,2023-04-20,20712
D7076,A1041,P206,Agent_6,Negotiation,2023-04-06,2023-05-03,9979
D7077,A1035,P204,Agent_24,Prospecting,2023-06-18,2023-08-23,66332
D7078,A1026,P202,Agent_29,Proposal,2023-04-17,2023-07-06,21641
D7079,A1057,P206,Agent_33,Proposal,2023-08-29,2023-09-29,35711
D7080,A1045,P205,Agent_10,Qualification,2023-11-16,2023-10-22,47882
D7081,A1065,P202,Agent_14,Closed Won,2023-02-28,2023-05-02,69152
D7082,A1024,P202,Agent_34,Proposal,2023-08-09,2023-06-26,45780
D7083,A1072,P200,Agent_22,Prospecting,2023-03-21,2023-07-21,63583
D7084,A1026,P203,Agent_20,Qualification,2023-05-20,2024-02-22,53573
D7085,A1000,P200,Agent_27,Qualification,2023-09-13,2023-12-05,32870
D7086,A1073,P201,Agent_12,Closed Won,2023-04-12,2023-05-23,40781
D7087,A1041,P202,Agent_33,Negotiation,2023-06-29,2024-01-03,59376
D7088,A1051,P206,Agent_5,Proposal,2023-05-06,2023-09-03,26001
D7089,A1024,P206,Agent_3,Proposal,2023-10-21,2023-10-06,5887
D7090,A1053,P206,Agent_4,Negotiation,2023-10-12,2023-10-04,71280
D7091,A1066,P202,Agent_5,Closed Won,2023-05-22,2023-03-07,24820
D7092,A1005,P206,Agent_20,Proposal,2023-01-19,2023-12-31,26547
D7093,A1057,P201,Agent_27,Closed Lost,2023-03-05,2023-05-06,72240
D7094,A1069,P202,Agent_2,Closed Lost,2023-08-28,2023-03-05,62554
D7095,A1052,P206,Agent_22,Closed Lost,2023-07-05,2023-02-08,74600
D7096,A1065,P202,Agent_7,Negotiation,2023-08-01,2023-05-23,56108
D7097,A1057,P205,Agent_18,Closed Lost,2023-01-09,2023-07-24,15718
D7098,A1081,P202,Agent_10,Proposal,2023-03-06,2023-09-25,55854
D7099,A1001,P201,Agent_9,Closed Won,2023-05-07,2024-01-11,9214
D7100,A1075,P200,Agent_27,Closed Lost,2023-10-24,2023-12-30,64500
D7101,A1021,P202,Agent_19,Closed Lost,2023-10-02,2023-06-03,47026
D7102,A1036,P203,Agent_27,Closed Won,2023-04-03,2023-09-07,15007
D7103,A1019,P201,Agent_28,Proposal,2023-10-09,2023-05-15,53916
D7104,A1023,P204,Agent_7,Prospecting,2023-05-21,2023-07-12,44305
D7105,A1083,P205,Agent_18,Qualification,2023-05-04,2023-03-28,33205
D7106,A1064,P201,Agent_20,Closed Won,2023-01-02,2023-08-10,54349
D7107,A1064,P200,Agent_17,Qualification,2023-07-07,2023-06-25,45399
D7108,A1080,P206,Agent_8,Proposal,2023-09-29,2023-09-01,32947
D7109,A1000,P206,Agent_3,Proposal,2023-09-28,2023-09-26,50275
D7110,A1002,P201,Agent_24,Negotiation,2023-03-11,2023-07-04,9963
D7111,A1045,P204,Agent_33,Closed Lost,2023-05-08,2023-11-01,52197
D7112,A1054,P206,Agent_8,Negotiation,2023-11-22,2023-06-01,27680
D7113,A1074,P205,Agent_8,Closed Won,2023-10-15,2023-05-22,64916
D7114,A1063,P203,Agent_17,Proposal,2023-07-26,2023-01-31,26246
D7115,A1044,P204,Agent_10,Closed Won,2023-10-08,2023-10-08,67885
D7116,A1025,P201,Agent_12,Qualification,2023-02-19,2023-02-15,8341
D7117,A1076,P204,Agent_8,Qualification,2023-02-28,2023-08-21,12747
D7118,A1064,P206,Agent_15,Closed Lost,2023-07-04,2023-06-20,68409
D7119,A1023,P206,Agent_3,Negotiation,2023-07-13,2023-12-29,35627
D7120,A1073,P201,Agent_33,Negotiation,2023-06-25,2023-12-30,46596
D7121,A1034,P206,Agent_6,Proposal,2023-02-27,2023-04-21,35786
D7122,A1023,P206,Agent_14,Qualification,2023-12-18,2023-02-02,28999
D7123,A1027,P203,Agent_10,Proposal,2023-08-05,2024-01-13,21518
D7124,A1079,P203,Agent_31,Prospecting,2023-01-09,2023-02-12,33407
D7125,A1015,P200,Agent_26,Proposal,2023-04-25,2023-05-02,69303
D7126,A1058,P203,Agent_29,Proposal,2023-12-11,2023-04-10,34501
D7127,A1080,P202,Agent_16,Proposal,2023-02-03,2024-02-04,40280
D7128,A1053,P204,Agent_18,Negotiation,2023-04-08,2023-05-10,60257
D7129,A1078,P204,Agent_6,Closed Lost,2023-03-24,2023-10-15,34045
D7130,A1015,P201,Agent_20,Negotiation,2023-05-11,2023-03-04,29432
D7131,A1014,P203,Agent_27,Closed Won,2023-04-09,2023-12-01,60697
D7132,A1010,P200,Agent_2,Proposal,2023-07-18,2023-04-07,31745
D7133,A1064,P206,Agent_13,Negotiation,2023-03-14,2023-07-27,34443
D7134,A1078,P200,Agent_1,Prospecting,2023-12-05,2024-02-13,49917
D7135,A1067,P200,Agent_28,Prospecting,2023-06-20,2023-11-21,39000
D7136,A1042,P205,Agent_17,Proposal,2023-04-11,2023-08-25,49332
D7137,A1068,P206,Agent_23,Qualification,2023-10-15,2023-09-14,64024
D7138,A1012,P202,Agent_11,Closed Won,2023-03-26,2023-06-10,10653
D7139,A1009,P203,Agent_31,Proposal,2023-08-03,2023-03-15,60078
D7140,A1074,P206,Agent_17,Closed Won,2023-07-17,2024-01-05,74625
D7141,A1081,P200,Agent_12,Closed Lost,2023-06-07,2023-08-20,30194
D7142,A1040,P206,Agent_3,Prospecting,2023-05-03,2024-02-01,70519
D7143,A1049,P202,Agent_22,Qualification,2023-08-07,2023-04-30,48748
D7144,A1070,P204,Agent_9,Negotiation,2023-10-07,2023-11-01,56996
D7145,A1058,P201,Agent_4,Qualification,2023-04-15,2023-09-18,50638
D7146,A1038,P203,Agent_13,Qualification,2023-12-14,2023-03-05,68144
D7147,A1002,P203,Agent_33,Closed Won,2023-05-28,2023-12-22,63040
D7148,A1075,P205,Agent_27,Closed Lost,2023-11-24,2023-08-10,32980
D7149,A1006,P204,Agent_7,Closed Won,2023-03-18,2024-01-21,32011
D7150,A1048,P203,Agent_15,Proposal,2023-10-31,2024-01-10,31086
D7151,A1025,P205,Agent_30,Proposal,2023-01-28,2023-07-06,48278
D7152,A1032,P205,Agent_6,Proposal,2023-04-10,2023-12-22,71393
D7153,A1047,P205,Agent_2,Proposal,2023-04-10,2023-10-14,70158
D7154,A1078,P203,Agent_28,Proposal,2023-07-31,2023-12-22,68636
D7155,A1001,P203,Agent_3,Qualification,2023-01-26,2023-04-21,58434
D7156,A1070,P203,Agent_8,Closed Lost,2023-04-30,2023-02-04,21403
D7157,A1031,P202,Agent_16,Closed Won,2023-03-26,2023-09-05,59609
D7158,A1003,P205,Agent_19,Negotiation,2023-10-23,2023-04-14,7420
D7159,A1019,P202,Agent_13,Closed Lost,2023-02-14,2023-11-29,16218
D7160,A1035,P201,Agent_28,Qualification,2023-08-01,2023-08-25,45691
D7161,A1031,P203,Agent_12,Prospecting,2023-09-21,2023-09-17,35134
D7162,A1027,P206,Agent_16,Closed Won,2023-02-13,2023-06-04,8133
D7163,A1076,P204,Agent_3,Closed Lost,2023-10-07,2023-02-01,65901
D7164,A1000,P200,Agent_19,Proposal,2023-05-25,2023-11-22,70370
D7165,A1059,P201,Agent_10,Prospecting,2023-12-25,2023-09-03,52054
D7166,A1055,P206,Agent_21,Closed Won,2023-08-22,2023-03-16,45503
D7167,A1034,P200,Agent_7,Prospecting,2023-11-11,2023-02-21,55570
D7168,A1029,P200,Agent_27,Proposal,2023-11-11,2023-06-05,74226
D7169,A1053,P203,Agent_29,Qualification,2023-03-26,2023-02-20,50231
D7170,A1035,P204,Agent_32,Closed Lost,2023-01-09,2023-05-27,52934
D7171,A1054,P200,Agent_32,Proposal,2023-07-23,2023-03-01,6562
D7172,A1079,P205,Agent_26,Closed Won,2023-04-22,2023-11-02,74922
D7173,A1057,P206,Agent_19,Qualification,2023-11-16,2023-05-18,23561
D7174,A1082,P200,Agent_32,Qualification,2023-12-27,2023-12-02,57962
D7175,A1064,P201,Agent_24,Closed Lost,2023-10-07,2023-12-05,38246
D7176,A1068,P204,Agent_18,Qualification,2023-08-28,2023-06-12,5263
D7177,A1050,P204,Agent_20,Proposal,2023-06-28,2023-10-08,11646
D7178,A1021,P200,Agent_32,Qualification,2023-08-17,2023-08-14,31012
D7179,A1052,P204,Agent_2,Closed Won,2023-10-18,2023-09-08,52578
D7180,A1035,P201,Agent_13,Prospecting,2023-10-14,2023-12-26,23389
D7181,A1067,P206,Agent_14,Proposal,2023-04-11,2023-04-17,57292
D7182,A1035,P201,Agent_32,Negotiation,2023-06-30,2023-10-15,30483
D7183,A1051,P201,Agent_21,Proposal,2023-09-27,2023-05-20,37897
D7184,A1052,P205,Agent_0,Prospecting,2023-08-19,2023-07-11,46897
D7185,A1081,P203,Agent_30,Negotiation,2023-01-24,2023-09-12,25102
D7186,A1049,P200,Agent_34,Proposal,2023-08-22,2023-02-25,70550
D7187,A1079,P206,Agent_19,Prospecting,2023-09-30,2023-08-30,18807
D7188,A1040,P204,Agent_31,Negotiation,2023-01-27,2023-02-17,74024
D7189,A1017,P201,Agent_11,Closed Lost,2023-01-03,2024-01-13,51062
D7190,A1021,P200,Agent_15,Prospecting,2023-08-23,2023-03-14,30282
D7191,A1065,P206,Agent_7,Proposal,2023-06-18,2023-10-25,19272
D7192,A1020,P206,Agent_13,Negotiation,2023-12-08,2023-10-12,58283
D7193,A1043,P200,Agent_17,Prospecting,2023-09-01,2023-07-09,58994
D7194,A1046,P203,Agent_29,Prospecting,2023-12-21,2023-10-29,60809
D7195,A1038,P205,Agent_32,Proposal,2023-08-31,2023-12-04,44260
D7196,A1028,P204,Agent_33,Closed Won,2023-06-25,2023-06-06,10499
D7197,A1053,P205,Agent_33,Prospecting,2023-08-11,2023-07-24,34317
D7198,A1084,P206,Agent_6,Closed Won,2023-02-18,2023-10-20,16178
D7199,A1016,P204,Agent_5,Negotiation,2023-08-21,2023-12-05,8939
D7200,A1079,P206,Agent_5,Qualification,2023-06-23,2023-08-03,74210
D7201,A1059,P201,Agent_21,Proposal,2023-05-24,2023-06-14,32287
D7202,A1030,P201,Agent_7,Closed Lost,2023-08-01,2023-05-12,63357
D7203,A1072,P200,Agent_14,Qualification,2023-01-03,2023-08-11,14154
D7204,A1077,P204,Agent_25,Proposal,2023-04-29,2023-05-26,62916
D7205,A1048,P204,Agent_2,Negotiation,2023-07-05,2023-12-14,17034
D7206,A1001,P206,Agent_9,Prospecting,2023-05-21,2023-04-22,34737
D7207,A1047,P205,Agent_2,Prospecting,2023-10-18,2023-02-09,5815
D7208,A1013,P201,Agent_29,Prospecting,2023-11-27,2023-04-21,70496
D7209,A1058,P202,Agent_21,Qualification,2023-10-12,2023-12-10,44735
D7210,A1057,P200,Agent_2,Prospecting,2023-04-11,2024-01-24,55362
D7211,A1057,P204,Agent_0,Closed Won,2023-11-28,2024-02-03,57286
D7212,A1050,P203,Agent_32,Closed Lost,2023-10-17,2023-10-18,59607
D7213,A1083,P203,Agent_18,Prospecting,2023-02-12,2023-11-22,34496
D7214,A1001,P202,Agent_33,Proposal,2023-03-23,2023-08-30,16957
D7215,A1040,P201,Agent_30,Prospecting,2023-09-23,2023-08-06,69180
D7216,A1082,P201,Agent_23,Prospecting,2023-10-23,2024-02-11,12852
D7217,A1081,P201,Agent_11,Qualification,2023-08-28,2023-04-02,71800
D7218,A1015,P205,Agent_12,Qualification,2023-08-23,2023-04-05,28203
D7219,A1003,P206,Agent_15,Closed Lost,2023-05-08,2023-03-09,52678
D7220,A1011,P203,Agent_15,Qualification,2023-08-23,2023-06-19,46853
D7221,A1028,P201,Agent_19,Proposal,2023-05-28,2023-04-14,53362
D7222,A1006,P203,Agent_26,Qualification,2023-11-20,2024-02-25,15364
D7223,A1013,P202,Agent_12,Prospecting,2023-10-10,2024-01-21,32739
D7224,A1011,P200,Agent_3,Closed Won,2023-01-31,2023-12-24,67176
D7225,A1004,P206,Agent_31,Prospecting,2023-12-23,2023-07-29,53834
D7226,A1080,P205,Agent_33,Closed Lost,2023-06-09,2023-02-02,43304
D7227,A1031,P204,Agent_16,Prospecting,2023-02-05,2024-01-15,30814
D7228,A1073,P202,Agent_23,Negotiation,2023-06-01,2024-02-17,21057
D7229,A1042,P206,Agent_28,Closed Lost,2023-05-19,2023-08-24,23201
D7230,A1080,P203,Agent_27,Prospecting,2023-01-11,2023-02-04,54918
D7231,A1068,P202,Agent_21,Proposal,2023-06-22,2023-12-02,54724
D7232,A1044,P204,Agent_27,Closed Won,2023-11-10,2024-02-20,58615
D7233,A1008,P206,Agent_24,Prospecting,2023-01-21,2023-11-21,51480
D7234,A1048,P205,Agent_2,Negotiation,2023-05-28,2023-05-31,43088
D7235,A1032,P200,Agent_12,Prospecting,2023-07-26,2023-09-08,48292
D7236,A1017,P204,Agent_30,Qualification,2023-05-01,2024-02-03,54902
D7237,A1008,P206,Agent_12,Prospecting,2023-04-10,2023-06-23,28738
D7238,A1061,P205,Agent_17,Closed Lost,2023-09-30,2024-02-24,72954
D7239,A1056,P203,Agent_33,Qualification,2023-11-24,2023-07-05,73524
D7240,A1028,P204,Agent_16,Prospecting,2023-02-16,2023-09-19,40618
D7241,A1077,P202,Agent_20,Proposal,2023-04-04,2024-01-11,73915
D7242,A1024,P201,Agent_18,Qualification,2023-01-01,2023-07-16,35765
D7243,A1014,P202,Agent_11,Proposal,2023-08-29,2023-04-18,70729
D7244,A1005,P203,Agent_27,Prospecting,2023-06-20,2023-09-30,51136
D7245,A1041,P206,Agent_10,Negotiation,2023-09-19,2023-06-25,30322
D7246,A1028,P200,Agent_27,Negotiation,2023-08-28,2023-05-27,59113
D7247,A1078,P204,Agent_34,Qualification,2023-12-12,2023-06-01,16279
D7248,A1003,P206,Agent_14,Prospecting,2023-08-24,2023-06-10,27016
D7249,A1081,P200,Agent_15,Proposal,2023-09-23,2023-07-08,29725
D7250,A1056,P203,Agent_6,Closed Won,2023-07-15,2023-07-21,27137
D7251,A1048,P204,Agent_2,Qualification,2023-05-16,2023-11-07,17057
D7252,A1043,P205,Agent_30,Prospecting,2023-08-31,2023-04-05,26281
D7253,A1079,P205,Agent_11,Qualification,2023-10-18,2023-10-24,26716
D7254,A1074,P206,Agent_7,Negotiation,2023-03-24,2023-05-18,11534
D7255,A1013,P202,Agent_24,Closed Lost,2023-07-11,2023-10-25,64672
D7256,A1002,P206,Agent_34,Prospecting,2023-09-25,2024-02-12,43558
D7257,A1061,P202,Agent_11,Qualification,2023-04-26,2023-05-13,31965
D7258,A1063,P203,Agent_20,Prospecting,2023-08-05,2023-02-24,41469
D7259,A1044,P205,Agent_25,Qualification,2023-07-10,2023-05-06,16258
D7260,A1081,P204,Agent_1,Proposal,2023-05-17,2023-03-10,68580
D7261,A1057,P205,Agent_13,Closed Lost,2023-09-30,2023-03-26,8067
D7262,A1019,P202,Agent_3,Prospecting,2023-04-06,2023-04-21,39212
D7263,A1057,P206,Agent_16,Closed Won,2023-12-01,2023-07-23,17217
D7264,A1056,P203,Agent_4,Qualification,2023-10-23,2023-09-25,26871
D7265,A1076,P205,Agent_23,Closed Won,2023-04-05,2024-02-13,10179
D7266,A1067,P203,Agent_6,Proposal,2023-10-16,2023-11-10,73889
D7267,A1077,P205,Agent_22,Prospecting,2023-08-12,2023-05-22,28165
D7268,A1051,P206,Agent_16,Closed Lost,2023-06-28,2023-06-20,61364
D7269,A1036,P200,Agent_11,Prospecting,2023-11-24,2023-09-22,10919
D7270,A1007,P206,Agent_10,Proposal,2023-01-20,2023-08-28,60012
D7271,A1043,P205,Agent_10,Closed Won,2023-05-12,2023-12-09,52602
D7272,A1004,P202,Agent_33,Prospecting,2023-09-15,2023-09-06,51662
D7273,A1068,P206,Agent_28,Proposal,2023-06-19,2024-02-18,27294
D7274,A1030,P204,Agent_26,Closed Won,2023-03-25,2023-02-28,47662
D7275,A1044,P202,Agent_21,Closed Lost,2023-09-04,2023-04-18,67658
D7276,A1008,P202,Agent_1,Negotiation,2023-02-08,2024-02-16,60006
D7277,A1031,P202,Agent_29,Qualification,2023-05-30,2024-02-23,27298
D7278,A1032,P203,Agent_6,Negotiation,2023-02-17,2023-02-22,35556
D7279,A1066,P201,Agent_11,Negotiation,2023-03-11,2023-07-16,42411
D7280,A1029,P201,Agent_2,Negotiation,2023-01-06,2023-06-21,18746
D7281,A1075,P200,Agent_16,Closed Won,2023-01-05,2023-11-11,38428
D7282,A1028,P202,Agent_31,Prospecting,2023-09-02,2023-11-14,26999
D7283,A1002,P201,Agent_7,Prospecting,2023-05-13,2023-11-14,69712
D7284,A1056,P200,Agent_22,Negotiation,2023-12-27,2023-10-03,35361
D7285,A1029,P203,Agent_29,Closed Lost,2023-08-13,2023-11-19,13488
D7286,A1008,P202,Agent_14,Proposal,2023-03-03,2023-05-19,43381
D7287,A1025,P204,Agent_9,Closed Lost,2023-03-05,2023-06-30,28354
D7288,A1001,P203,Agent_14,Closed Lost,2023-04-21,2023-07-25,21714
D7289,A1061,P200,Agent_29,Closed Lost,2023-10-22,2023-05-25,11777
D7290,A1002,P203,Agent_25,Closed Lost,2023-10-11,2023-12-17,17041
D7291,A1045,P204,Agent_13,Closed Won,2023-11-01,2023-10-20,18142
D7292,A1067,P203,Agent_2,Closed Won,2023-06-09,2023-09-17,14270
D7293,A1024,P200,Agent_25,Negotiation,2023-03-25,2023-12-24,61067
D7294,A1050,P204,Agent_13,Prospecting,2023-07-03,2023-04-28,8866
D7295,A1012,P204,Agent_30,Prospecting,2023-10-22,2023-02-16,18029
D7296,A1043,P203,Agent_13,Prospecting,2023-08-23,2023-02-23,43881
D7297,A1034,P204,Agent_9,Prospecting,2023-02-25,2023-05-23,7940
D7298,A1054,P206,Agent_8,Prospecting,2023-12-13,2023-05-14,19105
D7299,A1008,P203,Agent_17,Closed Lost,2023-02-24,2023-09-06,69556
D7300,A1001,P202,Agent_11,Negotiation,2023-02-15,2023-06-11,27789
D7301,A1060,P204,Agent_2,Qualification,2023-05-11,2023-11-22,18218
D7302,A1040,P203,Agent_17,Closed Won,2023-08-25,2023-02-25,22886
D7303,A1043,P202,Agent_6,Proposal,2023-07-15,2023-05-13,22129
D7304,A1063,P204,Agent_30,Prospecting,2023-12-23,2023-04-02,40380
D7305,A1030,P202,Agent_0,Closed Won,2023-08-24,2023-04-07,6508
D7306,A1046,P205,Agent_30,Qualification,2023-04-22,2023-07-23,72306
D7307,A1001,P204,Agent_12,Negotiation,2023-05-16,2023-02-03,39729
D7308,A1081,P205,Agent_28,Qualification,2023-06-28,2023-04-14,14787
D7309,A1076,P200,Agent_2,Proposal,2023-08-03,2023-04-19,45519
D7310,A1068,P200,Agent_28,Closed Won,2023-07-16,2023-09-25,8658
D7311,A1057,P203,Agent_34,Prospecting,2023-01-08,2024-02-08,28361
D7312,A1043,P201,Agent_14,Closed Lost,2023-03-27,2023-06-15,71001
D7313,A1073,P205,Agent_20,Prospecting,2023-07-09,2023-05-30,30808
D7314,A1055,P205,Agent_18,Proposal,2023-03-15,2023-07-15,18874
D7315,A1042,P200,Agent_27,Closed Lost,2023-05-31,2023-07-03,27947
D7316,A1033,P205,Agent_3,Closed Lost,2023-12-27,2023-07-06,45284
D7317,A1029,P201,Agent_12,Qualification,2023-08-16,2023-07-04,64151
D7318,A1070,P202,Agent_14,Prospecting,2023-07-11,2023-08-10,24432
D7319,A1069,P202,Agent_31,Negotiation,2023-01-01,2023-09-18,74578
D7320,A1054,P201,Agent_2,Prospecting,2023-04-23,2023-10-05,9202
D7321,A1066,P205,Agent_29,Proposal,2023-04-30,2023-11-01,43892
D7322,A1012,P205,Agent_19,Closed Won,2023-07-16,2023-04-06,50205
D7323,A1002,P205,Agent_1,Proposal,2023-01-11,2023-12-26,12773
D7324,A1025,P206,Agent_24,Qualification,2023-12-05,2023-10-26,22671
D7325,A1056,P203,Agent_10,Proposal,2023-10-24,2024-01-17,13301
D7326,A1023,P204,Agent_0,Closed Lost,2023-09-20,2023-04-09,37629
D7327,A1052,P201,Agent_9,Negotiation,2023-05-10,2024-01-31,58971
D7328,A1069,P201,Agent_16,Negotiation,2023-02-04,2023-02-20,56942
